account,balance_t,total,total_1,total_13,total_35,total_5,is_in,type
66019518,"[147, 126, 10, 2, 9]",147,126,10,2,9,True,0
60000138,"[147, 62, 85, 0, 0]",147,62,85,0,0,True,1
66018868,"[137, 128, 9, 0, 0]",137,128,9,0,0,True,0
69814428,"[147, 18, 129, 0, 0]",147,18,129,0,0,True,1
63060108,"[147, 0, 146, 1, 0]",147,0,146,1,0,True,1
61892358,"[147, 19, 89, 39, 0]",147,19,89,39,0,True,1
60826128,"[147, 71, 76, 0, 0]",147,71,76,0,0,True,1
69891618,"[147, 77, 70, 0, 0]",147,77,70,0,0,True,0
61847118,"[147, 64, 83, 0, 0]",147,64,83,0,0,True,1
61853108,"[147, 55, 92, 0, 0]",147,55,92,0,0,True,1
63019028,"[147, 65, 80, 2, 0]",147,65,80,2,0,True,1
61845778,"[147, 64, 0, 1, 82]",147,64,0,1,82,True,3
61806398,"[147, 1, 146, 0, 0]",147,1,146,0,0,True,1
68844418,"[147, 143, 4, 0, 0]",147,143,4,0,0,True,0
66894418,"[147, 111, 36, 0, 0]",147,111,36,0,0,True,0
63078708,"[147, 0, 135, 12, 0]",147,0,135,12,0,True,1
65089028,"[140, 64, 76, 0, 0]",140,64,76,0,0,True,1
69824058,"[147, 1, 146, 0, 0]",147,1,146,0,0,True,1
61853278,"[147, 64, 82, 1, 0]",147,64,82,1,0,True,1
65055058,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61835678,"[147, 29, 52, 65, 1]",147,29,52,65,1,True,2
20100069,"[147, 146, 1, 0, 0]",147,146,1,0,0,True,0
65001898,"[114, 72, 42, 0, 0]",114,72,42,0,0,True,0
67845058,"[147, 10, 136, 1, 0]",147,10,136,1,0,True,1
60804768,"[147, 65, 1, 1, 80]",147,65,1,1,80,True,3
69873778,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
63065068,"[147, 0, 81, 7, 59]",147,0,81,7,59,True,1
61844578,"[147, 141, 6, 0, 0]",147,141,6,0,0,True,0
66092578,"[88, 65, 23, 0, 0]",88,65,23,0,0,True,0
67812598,"[147, 1, 0, 0, 146]",147,1,0,0,146,True,3
61893028,"[147, 0, 28, 40, 79]",147,0,28,40,79,True,3
62098008,"[147, 68, 79, 0, 0]",147,68,79,0,0,True,1
61831968,"[147, 0, 66, 81, 0]",147,0,66,81,0,True,2
61806498,"[147, 0, 66, 81, 0]",147,0,66,81,0,True,2
60801888,"[147, 66, 29, 52, 0]",147,66,29,52,0,True,0
68840788,"[147, 66, 81, 0, 0]",147,66,81,0,0,True,1
65026918,"[147, 70, 72, 5, 0]",147,70,72,5,0,True,1
62071588,"[147, 0, 89, 58, 0]",147,0,89,58,0,True,1
61833878,"[147, 70, 77, 0, 0]",147,70,77,0,0,True,1
60018638,"[147, 67, 80, 0, 0]",147,67,80,0,0,True,1
69886898,"[147, 0, 0, 0, 147]",147,0,0,0,147,True,3
61821718,"[147, 22, 124, 1, 0]",147,22,124,1,0,True,1
66099178,"[67, 67, 0, 0, 0]",67,67,0,0,0,True,0
66066588,"[128, 106, 22, 0, 0]",128,106,22,0,0,True,0
61886218,"[147, 67, 80, 0, 0]",147,67,80,0,0,True,1
69889918,"[147, 23, 124, 0, 0]",147,23,124,0,0,True,1
69889868,"[147, 23, 124, 0, 0]",147,23,124,0,0,True,1
61853908,"[119, 45, 74, 0, 0]",119,45,74,0,0,True,1
66091178,"[93, 87, 6, 0, 0]",93,87,6,0,0,True,0
65010698,"[147, 0, 0, 69, 78]",147,0,0,69,78,True,3
62080568,"[147, 0, 42, 3, 102]",147,0,42,3,102,True,3
66069978,"[125, 1, 124, 0, 0]",125,1,124,0,0,True,1
62091678,"[147, 1, 30, 1, 115]",147,1,30,1,115,True,3
65027208,"[147, 11, 127, 9, 0]",147,11,127,9,0,True,1
62088038,"[147, 0, 146, 1, 0]",147,0,146,1,0,True,1
61877368,"[147, 40, 107, 0, 0]",147,40,107,0,0,True,1
61877428,"[147, 72, 75, 0, 0]",147,72,75,0,0,True,1
61877018,"[147, 90, 57, 0, 0]",147,90,57,0,0,True,0
63090228,"[136, 20, 116, 0, 0]",136,20,116,0,0,True,1
65026198,"[147, 57, 90, 0, 0]",147,57,90,0,0,True,1
65027698,"[147, 32, 38, 77, 0]",147,32,38,77,0,True,2
61825298,"[147, 138, 9, 0, 0]",147,138,9,0,0,True,0
65009258,"[147, 78, 67, 2, 0]",147,78,67,2,0,True,0
63059058,"[147, 115, 32, 0, 0]",147,115,32,0,0,True,0
66097128,"[72, 72, 0, 0, 0]",72,72,0,0,0,True,0
61813168,"[147, 13, 56, 78, 0]",147,13,56,78,0,True,2
60828498,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61812508,"[147, 6, 63, 78, 0]",147,6,63,78,0,True,2
61801678,"[147, 70, 76, 1, 0]",147,70,76,1,0,True,1
66082718,"[79, 0, 79, 0, 0]",79,0,79,0,0,True,1
60826908,"[147, 69, 0, 78, 0]",147,69,0,78,0,True,2
60815458,"[147, 69, 78, 0, 0]",147,69,78,0,0,True,1
63068608,"[147, 65, 82, 0, 0]",147,65,82,0,0,True,1
60803378,"[147, 33, 114, 0, 0]",147,33,114,0,0,True,1
66066598,"[122, 14, 104, 4, 0]",122,14,104,4,0,True,1
61845228,"[147, 54, 13, 6, 74]",147,54,13,6,74,True,3
60806618,"[147, 70, 77, 0, 0]",147,70,77,0,0,True,1
69868998,"[147, 26, 121, 0, 0]",147,26,121,0,0,True,1
62079818,"[147, 72, 2, 0, 73]",147,72,2,0,73,True,3
65011808,"[147, 143, 4, 0, 0]",147,143,4,0,0,True,0
61836318,"[147, 0, 0, 147, 0]",147,0,0,147,0,True,2
65089578,"[147, 0, 135, 12, 0]",147,0,135,12,0,True,1
66080228,"[115, 115, 0, 0, 0]",115,115,0,0,0,True,0
61830328,"[147, 1, 134, 12, 0]",147,1,134,12,0,True,1
61812568,"[147, 16, 54, 77, 0]",147,16,54,77,0,True,2
61877178,"[147, 17, 130, 0, 0]",147,17,130,0,0,True,1
61877378,"[147, 61, 86, 0, 0]",147,61,86,0,0,True,1
69879088,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61876908,"[147, 16, 131, 0, 0]",147,16,131,0,0,True,1
61877328,"[147, 31, 116, 0, 0]",147,31,116,0,0,True,1
69801418,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61894628,"[147, 41, 106, 0, 0]",147,41,106,0,0,True,1
60008778,"[147, 71, 74, 2, 0]",147,71,74,2,0,True,1
60818318,"[147, 70, 77, 0, 0]",147,70,77,0,0,True,1
61877168,"[147, 15, 132, 0, 0]",147,15,132,0,0,True,1
61877388,"[147, 54, 93, 0, 0]",147,54,93,0,0,True,1
61828798,"[147, 70, 77, 0, 0]",147,70,77,0,0,True,1
69824658,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
63091578,"[147, 0, 106, 41, 0]",147,0,106,41,0,True,1
66020008,"[147, 70, 40, 0, 37]",147,70,40,0,37,True,0
62080038,"[147, 70, 77, 0, 0]",147,70,77,0,0,True,1
60801588,"[147, 71, 0, 0, 76]",147,71,0,0,76,True,3
61861168,"[147, 70, 77, 0, 0]",147,70,77,0,0,True,1
62097568,"[147, 70, 77, 0, 0]",147,70,77,0,0,True,1
62051538,"[147, 18, 129, 0, 0]",147,18,129,0,0,True,1
69817908,"[147, 0, 0, 0, 147]",147,0,0,0,147,True,3
61867618,"[147, 24, 56, 65, 2]",147,24,56,65,2,True,2
61857818,"[147, 76, 71, 0, 0]",147,76,71,0,0,True,0
65086778,"[146, 71, 75, 0, 0]",146,71,75,0,0,True,1
61812158,"[147, 0, 71, 76, 0]",147,0,71,76,0,True,2
66061708,"[126, 0, 126, 0, 0]",126,0,126,0,0,True,1
60000058,"[147, 1, 63, 32, 51]",147,1,63,32,51,True,1
61867988,"[119, 119, 0, 0, 0]",119,119,0,0,0,True,0
62086818,"[147, 71, 74, 2, 0]",147,71,74,2,0,True,1
66092018,"[86, 71, 0, 0, 15]",86,71,0,0,15,True,0
61834968,"[147, 71, 76, 0, 0]",147,71,76,0,0,True,1
65056168,"[147, 65, 19, 63, 0]",147,65,19,63,0,True,0
61807978,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
63059108,"[147, 56, 29, 9, 53]",147,56,29,9,53,True,0
63087828,"[147, 72, 75, 0, 0]",147,72,75,0,0,True,1
60818828,"[147, 5, 142, 0, 0]",147,5,142,0,0,True,1
61885908,"[147, 0, 72, 0, 75]",147,0,72,0,75,True,3
63066718,"[147, 0, 92, 55, 0]",147,0,92,55,0,True,1
69883188,"[147, 0, 1, 0, 146]",147,0,1,0,146,True,3
69811528,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
61834978,"[147, 146, 1, 0, 0]",147,146,1,0,0,True,0
63095668,"[147, 0, 71, 43, 33]",147,0,71,43,33,True,1
61836168,"[147, 72, 0, 75, 0]",147,72,0,75,0,True,2
61801528,"[147, 15, 132, 0, 0]",147,15,132,0,0,True,1
61801918,"[147, 15, 132, 0, 0]",147,15,132,0,0,True,1
61801868,"[147, 15, 132, 0, 0]",147,15,132,0,0,True,1
60821608,"[147, 13, 134, 0, 0]",147,13,134,0,0,True,1
61844718,"[147, 30, 115, 2, 0]",147,30,115,2,0,True,1
65011608,"[147, 73, 17, 57, 0]",147,73,17,57,0,True,0
61803218,"[147, 106, 41, 0, 0]",147,106,41,0,0,True,0
60818678,"[147, 73, 74, 0, 0]",147,73,74,0,0,True,1
65019128,"[147, 73, 74, 0, 0]",147,73,74,0,0,True,1
61803978,"[147, 74, 73, 0, 0]",147,74,73,0,0,True,0
69897638,"[147, 0, 1, 0, 146]",147,0,1,0,146,True,3
61851028,"[147, 0, 0, 0, 147]",147,0,0,0,147,True,3
60000658,"[147, 0, 1, 146, 0]",147,0,1,146,0,True,2
61849308,"[147, 4, 143, 0, 0]",147,4,143,0,0,True,1
63089038,"[147, 82, 65, 0, 0]",147,82,65,0,0,True,0
68843378,"[147, 1, 0, 0, 146]",147,1,0,0,146,True,3
65027138,"[147, 142, 5, 0, 0]",147,142,5,0,0,True,0
61832688,"[147, 0, 90, 57, 0]",147,0,90,57,0,True,1
63019008,"[147, 74, 73, 0, 0]",147,74,73,0,0,True,0
60007728,"[147, 0, 123, 24, 0]",147,0,123,24,0,True,1
61823378,"[147, 0, 96, 51, 0]",147,0,96,51,0,True,1
61871578,"[147, 74, 0, 28, 45]",147,74,0,28,45,True,0
69838678,"[147, 102, 8, 0, 37]",147,102,8,0,37,True,0
65028508,"[147, 74, 73, 0, 0]",147,74,73,0,0,True,0
65029778,"[147, 74, 73, 0, 0]",147,74,73,0,0,True,0
63066008,"[147, 0, 138, 9, 0]",147,0,138,9,0,True,1
62092118,"[147, 74, 73, 0, 0]",147,74,73,0,0,True,0
61872178,"[147, 146, 1, 0, 0]",147,146,1,0,0,True,0
61841788,"[147, 1, 146, 0, 0]",147,1,146,0,0,True,1
60824158,"[147, 83, 64, 0, 0]",147,83,64,0,0,True,0
61816858,"[147, 1, 0, 0, 146]",147,1,0,0,146,True,3
61842578,"[147, 75, 72, 0, 0]",147,75,72,0,0,True,0
61826568,"[147, 7, 140, 0, 0]",147,7,140,0,0,True,1
61851408,"[147, 0, 75, 72, 0]",147,0,75,72,0,True,1
60000558,"[147, 8, 139, 0, 0]",147,8,139,0,0,True,1
61889908,"[147, 82, 65, 0, 0]",147,82,65,0,0,True,0
66028638,"[133, 75, 35, 1, 22]",133,75,35,1,22,True,0
63076718,"[147, 0, 109, 38, 0]",147,0,109,38,0,True,1
62072008,"[108, 75, 0, 33, 0]",108,75,0,33,0,True,0
66096508,"[78, 78, 0, 0, 0]",78,78,0,0,0,True,0
60815628,"[147, 76, 1, 0, 70]",147,76,1,0,70,True,0
62098858,"[147, 26, 91, 29, 1]",147,26,91,29,1,True,1
69825908,"[147, 0, 1, 0, 146]",147,0,1,0,146,True,3
63071298,"[147, 0, 11, 91, 45]",147,0,11,91,45,True,2
65026828,"[147, 76, 71, 0, 0]",147,76,71,0,0,True,0
61835198,"[147, 0, 71, 6, 70]",147,0,71,6,70,True,1
65011988,"[147, 0, 53, 54, 40]",147,0,53,54,40,True,2
62095758,"[147, 69, 78, 0, 0]",147,69,78,0,0,True,1
66077058,"[120, 120, 0, 0, 0]",120,120,0,0,0,True,0
61862618,"[147, 77, 0, 22, 48]",147,77,0,22,48,True,0
60820818,"[147, 76, 71, 0, 0]",147,76,71,0,0,True,0
61849578,"[147, 78, 69, 0, 0]",147,78,69,0,0,True,0
61858968,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61891588,"[147, 0, 108, 20, 19]",147,0,108,20,19,True,1
60815318,"[147, 77, 70, 0, 0]",147,77,70,0,0,True,0
61873908,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
65015998,"[147, 1, 0, 0, 146]",147,1,0,0,146,True,3
69802618,"[147, 1, 144, 2, 0]",147,1,144,2,0,True,1
61840568,"[147, 77, 70, 0, 0]",147,77,70,0,0,True,0
69847108,"[147, 0, 145, 2, 0]",147,0,145,2,0,True,1
61843358,"[147, 102, 45, 0, 0]",147,102,45,0,0,True,0
61800908,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
60814798,"[147, 0, 1, 0, 146]",147,0,1,0,146,True,3
63076978,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61870468,"[147, 78, 69, 0, 0]",147,78,69,0,0,True,0
69865688,"[110, 1, 11, 8, 90]",110,1,11,8,90,True,3
69828188,"[147, 78, 57, 12, 0]",147,78,57,12,0,True,0
60822668,"[147, 78, 47, 22, 0]",147,78,47,22,0,True,0
65017628,"[133, 64, 69, 0, 0]",133,64,69,0,0,True,1
69809358,"[147, 0, 0, 3, 144]",147,0,0,3,144,True,3
63029778,"[147, 0, 135, 12, 0]",147,0,135,12,0,True,1
65025298,"[147, 79, 68, 0, 0]",147,79,68,0,0,True,0
61826668,"[147, 1, 15, 26, 105]",147,1,15,26,105,True,3
68840868,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
61874058,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
61850188,"[147, 83, 64, 0, 0]",147,83,64,0,0,True,0
66082288,"[109, 109, 0, 0, 0]",109,109,0,0,0,True,0
69898568,"[147, 79, 68, 0, 0]",147,79,68,0,0,True,0
61872678,"[147, 145, 2, 0, 0]",147,145,2,0,0,True,0
67851828,"[147, 10, 0, 0, 137]",147,10,0,0,137,True,3
60005578,"[147, 79, 68, 0, 0]",147,79,68,0,0,True,0
61881058,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
63019178,"[147, 41, 27, 79, 0]",147,41,27,79,0,True,2
68842798,"[147, 129, 18, 0, 0]",147,129,18,0,0,True,0
61863718,"[147, 146, 1, 0, 0]",147,146,1,0,0,True,0
62095818,"[147, 105, 42, 0, 0]",147,105,42,0,0,True,0
69869428,"[147, 80, 67, 0, 0]",147,80,67,0,0,True,0
66009608,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61851358,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
63092808,"[147, 81, 66, 0, 0]",147,81,66,0,0,True,0
63097708,"[126, 125, 1, 0, 0]",126,125,1,0,0,True,0
61843328,"[147, 80, 11, 56, 0]",147,80,11,56,0,True,0
61850258,"[147, 80, 67, 0, 0]",147,80,67,0,0,True,0
60821368,"[147, 80, 67, 0, 0]",147,80,67,0,0,True,0
61876328,"[147, 80, 0, 10, 57]",147,80,0,10,57,True,0
62099798,"[147, 146, 1, 0, 0]",147,146,1,0,0,True,0
66088708,"[99, 99, 0, 0, 0]",99,99,0,0,0,True,0
66068168,"[128, 100, 28, 0, 0]",128,100,28,0,0,True,0
60801858,"[147, 0, 12, 57, 78]",147,0,12,57,78,True,3
65026288,"[147, 94, 53, 0, 0]",147,94,53,0,0,True,0
61827288,"[147, 105, 33, 9, 0]",147,105,33,9,0,True,0
66027688,"[110, 81, 0, 0, 29]",110,81,0,0,29,True,0
66082038,"[112, 77, 35, 0, 0]",112,77,35,0,0,True,0
53159995,"[147, 111, 36, 0, 0]",147,111,36,0,0,True,0
69814028,"[147, 17, 130, 0, 0]",147,17,130,0,0,True,1
61884478,"[147, 82, 65, 0, 0]",147,82,65,0,0,True,0
61835818,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
63018698,"[147, 82, 65, 0, 0]",147,82,65,0,0,True,0
61857758,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
63066638,"[147, 82, 9, 56, 0]",147,82,9,56,0,True,0
63082568,"[122, 82, 40, 0, 0]",122,82,40,0,0,True,0
67812458,"[147, 82, 0, 13, 52]",147,82,0,13,52,True,0
64412238,"[107, 82, 0, 0, 25]",107,82,0,0,25,True,0
67819208,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61887128,"[147, 1, 0, 17, 129]",147,1,0,17,129,True,3
61877288,"[147, 83, 64, 0, 0]",147,83,64,0,0,True,0
61822788,"[147, 142, 5, 0, 0]",147,142,5,0,0,True,0
61877318,"[147, 83, 64, 0, 0]",147,83,64,0,0,True,0
61834908,"[147, 0, 0, 0, 147]",147,0,0,0,147,True,3
66067138,"[122, 24, 98, 0, 0]",122,24,98,0,0,True,1
61847388,"[97, 83, 14, 0, 0]",97,83,14,0,0,True,0
61841498,"[147, 0, 1, 142, 4]",147,0,1,142,4,True,2
61835928,"[147, 83, 64, 0, 0]",147,83,64,0,0,True,0
66069228,"[126, 86, 40, 0, 0]",126,86,40,0,0,True,0
61812228,"[147, 132, 15, 0, 0]",147,132,15,0,0,True,0
65006298,"[147, 0, 0, 19, 128]",147,0,0,19,128,True,3
61827308,"[147, 84, 50, 0, 13]",147,84,50,0,13,True,0
65021908,"[147, 0, 0, 42, 105]",147,0,0,42,105,True,3
69856068,"[96, 84, 12, 0, 0]",96,84,12,0,0,True,0
68843718,"[147, 84, 63, 0, 0]",147,84,63,0,0,True,0
60824478,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
61829688,"[147, 0, 0, 1, 146]",147,0,0,1,146,True,3
60826558,"[147, 5, 5, 78, 59]",147,5,5,78,59,True,2
68844068,"[147, 85, 62, 0, 0]",147,85,62,0,0,True,0
63025628,"[147, 87, 58, 2, 0]",147,87,58,2,0,True,0
63090088,"[147, 86, 26, 31, 4]",147,86,26,31,4,True,0
66058018,"[122, 94, 28, 0, 0]",122,94,28,0,0,True,0
61851398,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61806658,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
63096838,"[147, 85, 62, 0, 0]",147,85,62,0,0,True,0
61842268,"[147, 85, 0, 62, 0]",147,85,0,62,0,True,0
69898218,"[147, 85, 62, 0, 0]",147,85,62,0,0,True,0
67810468,"[147, 86, 57, 2, 2]",147,86,57,2,2,True,0
61832698,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
65019628,"[147, 145, 2, 0, 0]",147,145,2,0,0,True,0
65018988,"[147, 136, 11, 0, 0]",147,136,11,0,0,True,0
61828828,"[121, 116, 5, 0, 0]",121,116,5,0,0,True,0
61823388,"[147, 86, 61, 0, 0]",147,86,61,0,0,True,0
61866768,"[147, 86, 61, 0, 0]",147,86,61,0,0,True,0
67854358,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
61896008,"[110, 70, 40, 0, 0]",110,70,40,0,0,True,0
60807958,"[147, 87, 60, 0, 0]",147,87,60,0,0,True,0
61853918,"[120, 98, 22, 0, 0]",120,98,22,0,0,True,0
61895718,"[147, 145, 2, 0, 0]",147,145,2,0,0,True,0
61884528,"[147, 86, 61, 0, 0]",147,86,61,0,0,True,0
63082758,"[147, 86, 0, 59, 2]",147,86,0,59,2,True,0
69846888,"[147, 0, 0, 0, 147]",147,0,0,0,147,True,3
67854528,"[147, 87, 60, 0, 0]",147,87,60,0,0,True,0
62055638,"[147, 87, 60, 0, 0]",147,87,60,0,0,True,0
62890928,"[147, 0, 96, 51, 0]",147,0,96,51,0,True,1
69890258,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
66026868,"[133, 87, 46, 0, 0]",133,87,46,0,0,True,0
61826558,"[147, 87, 60, 0, 0]",147,87,60,0,0,True,0
61841168,"[147, 33, 54, 38, 22]",147,33,54,38,22,True,1
63059858,"[147, 31, 70, 19, 27]",147,31,70,19,27,True,1
62080218,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
66021728,"[133, 88, 45, 0, 0]",133,88,45,0,0,True,0
61827298,"[147, 1, 16, 0, 130]",147,1,16,0,130,True,3
65015898,"[147, 123, 24, 0, 0]",147,123,24,0,0,True,0
63000568,"[147, 0, 0, 0, 147]",147,0,0,0,147,True,3
69883618,"[147, 89, 57, 1, 0]",147,89,57,1,0,True,0
66020158,"[137, 88, 49, 0, 0]",137,88,49,0,0,True,0
69833718,"[147, 88, 59, 0, 0]",147,88,59,0,0,True,0
63018918,"[147, 88, 59, 0, 0]",147,88,59,0,0,True,0
65055088,"[147, 88, 59, 0, 0]",147,88,59,0,0,True,0
63072568,"[147, 88, 59, 0, 0]",147,88,59,0,0,True,0
69863208,"[147, 88, 59, 0, 0]",147,88,59,0,0,True,0
66009858,"[146, 97, 5, 19, 25]",146,97,5,19,25,True,0
62846388,"[147, 0, 21, 121, 5]",147,0,21,121,5,True,2
61842278,"[147, 89, 58, 0, 0]",147,89,58,0,0,True,0
66027698,"[114, 91, 23, 0, 0]",114,91,23,0,0,True,0
65055118,"[147, 89, 58, 0, 0]",147,89,58,0,0,True,0
65057208,"[133, 0, 65, 68, 0]",133,0,65,68,0,True,2
63076618,"[147, 92, 55, 0, 0]",147,92,55,0,0,True,0
62096218,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
61858068,"[147, 89, 0, 58, 0]",147,89,0,58,0,True,0
60818098,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
61862088,"[147, 90, 56, 1, 0]",147,90,56,1,0,True,0
61821998,"[147, 129, 18, 0, 0]",147,129,18,0,0,True,0
69819978,"[147, 0, 0, 88, 59]",147,0,0,88,59,True,2
62092068,"[147, 40, 107, 0, 0]",147,40,107,0,0,True,1
69845458,"[147, 1, 0, 0, 146]",147,1,0,0,146,True,3
61836588,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
60828808,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
61832718,"[147, 100, 47, 0, 0]",147,100,47,0,0,True,0
61856368,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
62089168,"[147, 40, 100, 6, 1]",147,40,100,6,1,True,1
61850098,"[147, 145, 2, 0, 0]",147,145,2,0,0,True,0
65012988,"[147, 90, 57, 0, 0]",147,90,57,0,0,True,0
63060078,"[147, 39, 108, 0, 0]",147,39,108,0,0,True,1
60818588,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
66893288,"[147, 86, 61, 0, 0]",147,86,61,0,0,True,0
69829008,"[147, 90, 57, 0, 0]",147,90,57,0,0,True,0
68843058,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
66072808,"[121, 120, 1, 0, 0]",121,120,1,0,0,True,0
65011268,"[147, 91, 56, 0, 0]",147,91,56,0,0,True,0
69868268,"[147, 1, 144, 0, 2]",147,1,144,0,2,True,1
69896058,"[147, 1, 144, 2, 0]",147,1,144,2,0,True,1
69809458,"[147, 91, 56, 0, 0]",147,91,56,0,0,True,0
69891678,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
69897138,"[147, 91, 56, 0, 0]",147,91,56,0,0,True,0
65001138,"[147, 91, 56, 0, 0]",147,91,56,0,0,True,0
61891888,"[147, 91, 0, 0, 56]",147,91,0,0,56,True,0
61844868,"[147, 91, 0, 0, 56]",147,91,0,0,56,True,0
69826368,"[147, 91, 16, 40, 0]",147,91,16,40,0,True,0
65077158,"[147, 0, 0, 2, 145]",147,0,0,2,145,True,3
61835108,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
69890858,"[147, 0, 0, 146, 1]",147,0,0,146,1,True,2
63081208,"[147, 92, 55, 0, 0]",147,92,55,0,0,True,0
61846608,"[147, 92, 55, 0, 0]",147,92,55,0,0,True,0
66078508,"[120, 120, 0, 0, 0]",120,120,0,0,0,True,0
60815918,"[147, 93, 54, 0, 0]",147,93,54,0,0,True,0
69866698,"[147, 32, 115, 0, 0]",147,32,115,0,0,True,1
61897398,"[147, 95, 52, 0, 0]",147,95,52,0,0,True,0
63000598,"[147, 92, 55, 0, 0]",147,92,55,0,0,True,0
63019198,"[147, 0, 106, 41, 0]",147,0,106,41,0,True,1
66026178,"[128, 106, 22, 0, 0]",128,106,22,0,0,True,0
66050018,"[105, 0, 105, 0, 0]",105,0,105,0,0,True,1
61843718,"[147, 93, 54, 0, 0]",147,93,54,0,0,True,0
62075718,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
65019978,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
66071678,"[122, 93, 29, 0, 0]",122,93,29,0,0,True,0
63082508,"[147, 1, 145, 1, 0]",147,1,145,1,0,True,1
61807998,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
61808178,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
63062288,"[147, 94, 53, 0, 0]",147,94,53,0,0,True,0
63092198,"[147, 94, 0, 3, 50]",147,94,0,3,50,True,0
66066568,"[125, 96, 29, 0, 0]",125,96,29,0,0,True,0
68844598,"[147, 95, 52, 0, 0]",147,95,52,0,0,True,0
61850578,"[147, 95, 52, 0, 0]",147,95,52,0,0,True,0
61823798,"[147, 95, 52, 0, 0]",147,95,52,0,0,True,0
69827228,"[147, 95, 52, 0, 0]",147,95,52,0,0,True,0
66051918,"[131, 95, 36, 0, 0]",131,95,36,0,0,True,0
66019728,"[136, 95, 41, 0, 0]",136,95,41,0,0,True,0
61840578,"[147, 0, 145, 2, 0]",147,0,145,2,0,True,1
62070568,"[126, 107, 18, 1, 0]",126,107,18,1,0,True,0
65076168,"[141, 5, 135, 1, 0]",141,5,135,1,0,True,1
61871728,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
66066928,"[129, 54, 49, 26, 0]",129,54,49,26,0,True,0
63056538,"[147, 51, 62, 34, 0]",147,51,62,34,0,True,1
61827398,"[147, 0, 96, 1, 50]",147,0,96,1,50,True,1
83858385,"[120, 0, 120, 0, 0]",120,0,120,0,0,True,1
61884318,"[147, 0, 1, 0, 146]",147,0,1,0,146,True,3
61833478,"[147, 73, 74, 0, 0]",147,73,74,0,0,True,1
63058688,"[147, 146, 1, 0, 0]",147,146,1,0,0,True,0
60822718,"[147, 97, 50, 0, 0]",147,97,50,0,0,True,0
60814708,"[147, 96, 0, 51, 0]",147,96,0,51,0,True,0
61813008,"[147, 146, 1, 0, 0]",147,146,1,0,0,True,0
65008788,"[136, 96, 40, 0, 0]",136,96,40,0,0,True,0
60803608,"[113, 113, 0, 0, 0]",113,113,0,0,0,True,0
61832528,"[147, 96, 30, 21, 0]",147,96,30,21,0,True,0
66066518,"[128, 97, 31, 0, 0]",128,97,31,0,0,True,0
65087138,"[138, 96, 42, 0, 0]",138,96,42,0,0,True,0
60824958,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
69814278,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
66008058,"[135, 135, 0, 0, 0]",135,135,0,0,0,True,0
63068658,"[147, 145, 2, 0, 0]",147,145,2,0,0,True,0
61884008,"[147, 0, 1, 49, 97]",147,0,1,49,97,True,3
60000118,"[147, 98, 49, 0, 0]",147,98,49,0,0,True,0
69886618,"[147, 98, 49, 0, 0]",147,98,49,0,0,True,0
61857088,"[147, 76, 70, 1, 0]",147,76,70,1,0,True,0
